,url,listing_type,name,price,bedrooms,bathrooms,floor_area,location,amenities,region,locality,parking_space,is_furnished,lat,lng,category_Detached,category_Duplex,category_Flats,category_Mansion,category_Semi-Detached,category_Townhouse,condition_New,condition_Renovated,condition_Used
222,https://tonaton.com/a-MfYFNdCgB8qE6IZGx8dMxRHlNZ0uXCse-3bdrm-house-in-lashibi-spintex-for-rent.html,rentals,"3bdrm House in Lashibi, Spintex for rent",3000.0,3,4,5000.0,"Greater Accra, Spintex","24-hour Electricity,Air Conditioning,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe,Wi-Fi",Greater Accra,Spintex,0,0,5.6376136,-0.1266064,1,0,0,0,0,0,1,0,0
223,https://tonaton.com/a-MfYFNdCgwjmjYtxwsQSQPiM2SrsnQdGo-1bdrm-apartment-in-kwabenya-acp-road-ashomang-estate-for-rent.html,rentals,"1bdrm Apartment in Kwabenya Acp Road, Ashomang Estate for rent",1500.0,1,1,120.0,"Greater Accra, Ashomang Estate","24-hour Electricity,Apartment,Balcony,Dining Area,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor",Greater Accra,Ashomang Estate,0,1,5.6887241,-0.2270226,0,0,1,0,0,0,1,0,0
224,https://tonaton.com/a-MfYFNdCgSCpnh7WqOM2GnzUqGnZ8GPCb-1bdrm-apartment-in-abokobi-station-for-rent.html,rentals,1bdrm Apartment in Abokobi Station for rent,900.0,1,1,2222.0,"Greater Accra, Abokobi","24-hour Electricity,Apartment,Balcony,Chandelier,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",Greater Accra,Abokobi,0,0,5.8142836,0.0746767,0,0,1,0,0,0,1,0,0
225,https://tonaton.com/a-MfYFNdCgzrVrcfocK2Qq7jc3eLJhmWc1-1bdrm-apartment-in-newsite-adenta-for-rent.html,rentals,"1bdrm Apartment in Newsite, Adenta for rent",1400.0,1,1,70.0,"Greater Accra, Adenta","Apartment,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor",Greater Accra,Adenta,0,0,5.7141674,-0.15418,0,0,1,0,0,0,1,0,0
226,https://tonaton.com/a-MfYFNdCgDxKUVSm9N7hnIrDf2kMJf77N-3bdrm-house-in-kg-franco-spintex-for-rent.html,rentals,"3bdrm House in Kg. Franco, Spintex for rent",8000.0,3,3,50.0,"Greater Accra, Spintex","24-hour Electricity,Air Conditioning,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Pop Ceiling,Tiled Floor,Wardrobe",Greater Accra,Spintex,0,0,5.6376136,-0.1266064,1,0,0,0,0,0,0,0,1
227,https://tonaton.com/a-MfYFNdCgE771Z7bJwyA5qtGbZBCDo6j2-1bdrm-apartment-in-grace-jones-hotel-teshie-for-rent.html,rentals,"1bdrm Apartment in Grace Jones Hotel, Teshie for rent",1800.0,1,2,500.0,"Greater Accra, Teshie","24-hour Electricity,Apartment,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",Greater Accra,Teshie,0,0,5.5831665,-0.1046082,0,0,1,0,0,0,1,0,0
228,https://tonaton.com/a-MfYFNdCgAgKCZG3tYKmx1jyOIWeX4CU9-2bdrm-house-in-coastal-spintex-for-rent.html,rentals,"2bdrm House in Coastal, Spintex for rent",2800.0,2,2,5000.0,"Greater Accra, Spintex","24-hour Electricity,Dining Area,Hot Water,Kitchen Shelf,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe,Wi-Fi",Greater Accra,Spintex,0,0,5.6376136,-0.1266064,1,0,0,0,0,0,1,0,0
229,https://tonaton.com/a-MfYFNdCgHmnk13prfuQKtYW2RdbJyJAX-furnished-2bdrm-apartment-in-unique-key-agency-dzorwulu-for-rent.html,rentals,"Furnished 2bdrm Apartment in Unique Key Agency, Dzorwulu for rent",8250.0,2,2,100.0,"Greater Accra, Dzorwulu","24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi",Greater Accra,Dzorwulu,0,2,5.6141232,-0.1956471,0,0,1,0,0,0,0,1,0
230,https://tonaton.com/a-MfYFNdCgzUI4fYVncSJMQ2i6eKCwOvlx-2bdrm-apartment-in-lashibi-spintex-for-rent.html,rentals,"2bdrm Apartment in Lashibi, Spintex for rent",5000.0,2,3,5000.0,"Greater Accra, Spintex","24-hour Electricity,Air Conditioning,Apartment,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",Greater Accra,Spintex,0,0,5.6376136,-0.1266064,0,0,1,0,0,0,1,0,0
231,https://tonaton.com/a-MfYFNdCgEWkPVYogo0wZtgevWp8wW35g-1bdrm-apartment-in-japan-mottors-ashaley-botwe-for-rent.html,rentals,"1bdrm Apartment in Japan Mottors, Ashaley Botwe for rent",1300.0,1,1,101.0,"Greater Accra, Ashaley Botwe","Apartment,Pop Ceiling,Pre-Paid Meter,Tiled Floor",Greater Accra,Ashaley Botwe,0,0,5.6802129,-0.1372479,0,0,1,0,0,0,0,0,1
